date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01 00:00:00,7.8,-0.3,11,1.8,,,5.3,,1032.2,
2020-01-02 00:00:00,9.7,1.2,11.3,0,,,4.9,,1028.3,
2020-01-03 00:00:00,9.3,7.4,11.3,4.3,,,6.7,,1027.3,
2020-01-04 00:00:00,9.6,8.7,10.1,,,,6.8,,1026.4,
2020-01-05 00:00:00,12.4,9.5,17,0,,,8.2,,1024.7,
2020-01-06 00:00:00,15.3,9,24,,,,5.9,,1019,
2020-01-07 00:00:00,10.6,5.2,24.5,0.3,,,10.3,,1015.6,
2020-01-08 00:00:00,5.9,4.7,18.4,0,,,14.2,,1027.9,
2020-01-09 00:00:00,6.3,4,10,6.6,,,8.4,,1025.8,
2020-01-10 00:00:00,7.5,5.6,9,,,,7.9,,1021.3,
2020-01-11 00:00:00,6.5,5,8.1,3.3,,,11.9,,1021.9,
2020-01-12 00:00:00,6.6,5,9.3,,,,11,,1024.6,
2020-01-13 00:00:00,6.1,2,10,,,,5.5,,1024.3,
2020-01-14 00:00:00,5.9,4,9.2,0,,,10.3,,1027.3,
2020-01-15 00:00:00,6.6,4.5,8.9,27.4,,,6.7,,1026.7,
2020-01-16 00:00:00,6,4.3,7.2,13.7,,,12.5,,1024.7,
2020-01-17 00:00:00,5.3,4.1,6.3,0.3,,,12.5,,1027.5,
2020-01-18 00:00:00,5,3.7,6.1,0,,,9.1,,1026.5,
2020-01-19 00:00:00,5.2,4,10.4,0,,,5.6,,1025.2,
2020-01-20 00:00:00,6.4,2,12.3,,,,6.7,,1026.5,
2020-01-21 00:00:00,8.8,2.8,12.9,0.3,,,4.9,,1025.4,
2020-01-22 00:00:00,8.3,4.8,10.8,13.2,,,6.3,,1021,
2020-01-23 00:00:00,8.5,7.5,10,,,,7.4,,1023.7,
2020-01-24 00:00:00,8.1,6.9,9.3,15,,,11.9,,1028.1,
2020-01-25 00:00:00,7,5.7,8.5,41.1,,,11.5,,1027.3,
2020-01-26 00:00:00,7.1,5.6,9,,,,12.7,,1021.6,
2020-01-27 00:00:00,5.3,4.6,7.7,0.5,,,14.2,,1021.6,
2020-01-28 00:00:00,5.8,3.7,7.3,0,,,10.3,,1023.9,
2020-01-29 00:00:00,7.1,4,11,,,,12.6,,1024.2,
2020-01-30 00:00:00,7.1,5,11,,,,14,,1024,
2020-01-31 00:00:00,5.1,0,11.4,0,,,6.6,,1026.4,
2020-02-01 00:00:00,7.3,0.6,13.7,0,,,6.8,,1027.2,
2020-02-02 00:00:00,9.6,2.8,13.7,0.5,,,4,,1025.7,
2020-02-03 00:00:00,9.3,7,12.3,,,,9.7,,1027.4,
2020-02-04 00:00:00,7.3,5,12.7,0,,,4.9,,1026.1,
2020-02-05 00:00:00,8,3,13,,,,10.9,,1029.1,
2020-02-06 00:00:00,6,4.4,12.8,18.3,,,15,,1029.1,
2020-02-07 00:00:00,6.7,4.4,7.5,2.8,,,6.4,,1029.2,
2020-02-08 00:00:00,7.3,6,9,,,,6.2,,1031.8,
2020-02-09 00:00:00,6.8,5,13,0,,,5,,1030.6,
2020-02-10 00:00:00,11.4,3.9,16.2,8.6,,,5.8,,1025.3,
2020-02-11 00:00:00,10.6,4.7,16.2,6.9,,,3.9,,1021.6,
2020-02-12 00:00:00,12.8,8.3,15.2,0,,,3.6,,1018.6,
2020-02-13 00:00:00,14,12,18,,,,3.6,,1016.5,
2020-02-14 00:00:00,14.8,12,18.2,8.1,,,5.7,,1015.6,
2020-02-15 00:00:00,5.7,0.9,18.2,21.3,2,,15.5,,1020.9,
2020-02-16 00:00:00,3.8,1,14.2,0,,,18.8,,1029.2,
2020-02-17 00:00:00,6.2,0,11.2,0,,,15.2,,1031.8,
2020-02-18 00:00:00,6,0,12.1,0,,,6.3,,1031.9,
2020-02-19 00:00:00,6.9,2,12,,,,3.6,,1027.5,
2020-02-20 00:00:00,10.4,4,17,,,,6.5,,1029.9,
2020-02-21 00:00:00,11.1,4,18.5,,,,6.6,,1029,
2020-02-22 00:00:00,11.7,7,18.8,0,,,6.9,,1032,
2020-02-23 00:00:00,11.1,5,18,,,,6.4,,1028.2,
2020-02-24 00:00:00,16.8,9,27,,,,5.7,,1018.8,
2020-02-25 00:00:00,19,15,28.3,0,,,13.1,,1016,
2020-02-26 00:00:00,11.4,10,15,,,,13.2,,1024.8,
2020-02-27 00:00:00,9.9,9,12,,,,12.3,,1027.1,
2020-02-28 00:00:00,11.3,8,15,,,,8,,1018.3,
2020-02-29 00:00:00,10.4,9.7,14.2,7.1,,,6.9,,1017.3,
2020-03-01 00:00:00,10.4,9.6,12.2,2.8,,,11.4,,1020.6,
2020-03-02 00:00:00,9.3,7.5,12.2,0.8,,,11.7,,1026,
2020-03-03 00:00:00,9.1,7.5,11.4,3,,,5.4,,1024.3,
2020-03-04 00:00:00,9.6,8.2,12,,,,5.1,,1027.1,
2020-03-05 00:00:00,7.7,4,12.6,0,,,9.5,,1027.5,
2020-03-06 00:00:00,9.4,3,15,,,,5.5,,1018.7,
2020-03-07 00:00:00,13.1,6.7,18.5,0,,,6,,1015.8,
2020-03-08 00:00:00,13.7,10.2,18.5,27.2,,,11,,1014.3,
2020-03-09 00:00:00,13.2,12,16.2,2.8,,,12.1,,1008.4,
2020-03-10 00:00:00,9.8,8,16.2,0.3,,,13.3,,1018.7,
2020-03-11 00:00:00,11.6,5,18,,,,6.4,,1021.9,
2020-03-12 00:00:00,13.1,7.9,17.8,0.5,,,7.5,,1018.4,
2020-03-13 00:00:00,11.4,10,15.7,0.3,,,8.5,,1020.8,
2020-03-14 00:00:00,9.7,8,16,0,,,9.3,,1023,
2020-03-15 00:00:00,14.7,6.4,21.7,0,,,8.2,,1020.7,
2020-03-16 00:00:00,14.4,9.2,21.7,0,,,11.9,,1023.2,
2020-03-17 00:00:00,17.4,12,23.5,,,,6.9,,1018.8,
2020-03-18 00:00:00,18.8,13.6,25,,,,8.4,,1014.4,
2020-03-19 00:00:00,16.3,13,25.5,0,,,13.7,,1014.9,
2020-03-20 00:00:00,17.3,9,27,,,,5.4,,1015.6,
2020-03-21 00:00:00,20.4,14,29,,,,6.8,,1011.3,
2020-03-22 00:00:00,16.4,15,28.3,3.3,,,9.2,,1014.2,
2020-03-23 00:00:00,14,11,21.9,0,,,10.6,,1020.5,
2020-03-24 00:00:00,15.5,12.1,18.4,0,,,7.5,,1018.4,
2020-03-25 00:00:00,19.9,13,27,,,,5.3,,1012.8,
2020-03-26 00:00:00,22,17.7,28,,,,5.6,,1010.5,
2020-03-27 00:00:00,13.3,7.5,20,,,,17.7,,1019.7,
2020-03-28 00:00:00,6.9,4.8,12.4,8.4,,,13.6,,1024.9,
2020-03-29 00:00:00,7.2,5.6,9,,,,6.2,,1021.5,
2020-03-30 00:00:00,9.1,7.3,11,,,,6.1,,1019.4,
2020-03-31 00:00:00,10.9,9.4,13,,,,6.1,,1017.2,
2020-04-01 00:00:00,13,9.4,18,,,,8.1,,1021.3,
2020-04-02 00:00:00,13.4,10.2,17.5,0,,,10,,1023,
2020-04-03 00:00:00,12.6,11.7,16.4,0,,,7.5,,1023,
2020-04-04 00:00:00,14,9,20,,,,6.4,,1024,
2020-04-05 00:00:00,12.3,9,19.5,0,,,11,,1026,
2020-04-06 00:00:00,10.7,6.7,16.5,0,,,8.1,,1022.1,
2020-04-07 00:00:00,13.2,6,21,,,,5.5,,1019.5,
2020-04-08 00:00:00,15.3,7,24,,,,8.1,,1018.8,
2020-04-09 00:00:00,17,10,24,,,,8.5,,1019.3,
2020-04-10 00:00:00,18.1,11.5,24.5,2.3,,,10.4,,1020,
2020-04-11 00:00:00,10.9,7.6,24.2,7.4,,,15.6,,1019.2,
2020-04-12 00:00:00,13.6,7.9,20,,,,16.2,,1018.5,
2020-04-13 00:00:00,14.5,11,21.4,0,,,11.8,,1019.8,
2020-04-14 00:00:00,17.1,8.2,21.4,0,,,6.8,,1017.2,
2020-04-15 00:00:00,19.4,14,25.8,0,,,9,,1013.1,
2020-04-16 00:00:00,24,14,29.1,0,,,7.6,,1010.7,
2020-04-17 00:00:00,21.4,17.7,29.1,0,,,10.6,,1012.5,
2020-04-18 00:00:00,16.3,13.3,26.4,6.1,,,11.4,,1016.4,
2020-04-19 00:00:00,14.6,12.9,18.6,5.1,,,10.5,,1011.8,
2020-04-20 00:00:00,16.7,11,23,,,,8.7,,1015.8,
2020-04-21 00:00:00,13,10.3,23.3,4.1,,,11.4,,1019.8,
2020-04-22 00:00:00,16.4,10.2,20.5,0,,,6.6,,1021.4,
2020-04-23 00:00:00,16.4,14,20.5,0,,,8.1,,1022.3,
2020-04-24 00:00:00,18.1,12.6,24,,,,8,,1020,
2020-04-25 00:00:00,19.8,12.8,27,,,,11.6,,1015.9,
2020-04-26 00:00:00,20.3,17,29.2,0,,,8.6,,1016.3,
2020-04-27 00:00:00,15.1,13.2,29.2,0.5,,,11.8,,1021.2,
2020-04-28 00:00:00,16.9,10,25,,,,9.9,,1021.3,
2020-04-29 00:00:00,22.1,12.4,30,0,,,6.8,,1015.5,
2020-04-30 00:00:00,25.2,17,33,,,,8.2,,1012.6,
2020-05-01 00:00:00,22.6,19.8,32.9,1,,,6.3,,1010.9,
2020-05-02 00:00:00,24.7,19.8,30,,,,12.8,,1006,
2020-05-03 00:00:00,28,21,35,,,,11.4,,1004.9,
2020-05-04 00:00:00,25.5,20,36.2,0,,,12.2,,1007.7,
2020-05-05 00:00:00,20.5,20,36.2,13.7,,,12.2,,1006.6,
2020-05-06 00:00:00,20.2,18,23,,,,10.8,,1011.2,
2020-05-07 00:00:00,22.2,19,26,,,,13.1,,1009.3,
2020-05-08 00:00:00,26.8,20.7,33,,,,9.9,,1004.2,
2020-05-09 00:00:00,21.2,21,31,14.7,,,10.5,,1007.5,
2020-05-10 00:00:00,19.7,16.6,23.6,0,,,8.8,,1011.8,
2020-05-11 00:00:00,24,16.6,29.3,0,,,8,,1011.6,
2020-05-12 00:00:00,23.9,20,30.9,0,,,10.2,,1012.3,
2020-05-13 00:00:00,25.7,18.7,31,0,,,11,,1014.5,
2020-05-14 00:00:00,26,22,32,,,,11,,1008.6,
2020-05-15 00:00:00,25.3,20.8,31.6,3.8,,,9.9,,1005.5,
2020-05-16 00:00:00,26,22.2,30.1,0.5,,,6.3,,1006,
2020-05-17 00:00:00,26.6,23.5,31,0,,,8,,1003,
2020-05-18 00:00:00,24.4,21.1,31,0,,,15,,1001.8,
2020-05-19 00:00:00,24.1,16.1,30.9,0,,,8.4,,1007.6,
2020-05-20 00:00:00,24.7,17.6,31.2,,,,10.8,,1008.8,
2020-05-21 00:00:00,20.7,18.2,31.7,8.9,,,7.4,,1009.4,
2020-05-22 00:00:00,21.9,18.2,25.8,0.5,,,8.7,,1008.2,
2020-05-23 00:00:00,24.2,18.8,29.3,0,,,8.4,,1007.8,
2020-05-24 00:00:00,26.4,20,33.2,,,,9.9,,1009.1,
2020-05-25 00:00:00,22.9,16.3,33.6,26.9,,,11.1,,1011.2,
2020-05-26 00:00:00,19.4,16.3,29.2,4.3,,,9.8,,1009.9,
2020-05-27 00:00:00,23.2,18,28,,,,6.1,,1010.8,
2020-05-28 00:00:00,24.5,21.4,28,,,,7.5,,1010.8,
2020-05-29 00:00:00,21.6,17.5,27.4,57.2,,,9.9,,1011.7,
2020-05-30 00:00:00,20.1,17.5,26.6,12.4,,,8.6,,1010.2,
2020-05-31 00:00:00,26.2,18.6,31.3,0,,,6.8,,1011,
2020-06-01 00:00:00,27.2,21.2,32,0,,,8.2,,1009.7,
2020-06-02 00:00:00,27.4,22.1,32,3,,,9.9,,1006,
2020-06-03 00:00:00,24.2,22.6,30.4,25.9,,,7.7,,1003.7,
2020-06-04 00:00:00,24.8,23.1,28,,,,7.5,,1004.6,
2020-06-05 00:00:00,25,22.7,30,,,,8.4,,1004,
2020-06-06 00:00:00,22.6,21,29.9,1.8,,,11.7,,1006.9,
2020-06-07 00:00:00,24.5,20.3,29.5,0,,,11.4,,1009.1,
2020-06-08 00:00:00,25.2,22.3,29.5,0,,,12.9,,1008.8,
2020-06-09 00:00:00,27.2,23.4,32,0.5,,,9.8,,1007.2,
2020-06-10 00:00:00,26.1,24.2,32,40.9,,,5.7,,1004.9,
2020-06-11 00:00:00,27.7,24.6,30.4,9.7,,,5.7,,1004.1,
2020-06-12 00:00:00,30.3,25.3,36,,,,8.4,,1002.2,
2020-06-13 00:00:00,31.9,26.2,36.1,0,,,9,,1003.6,
2020-06-14 00:00:00,30,26,36.1,0,,,9.2,,1007.6,
2020-06-15 00:00:00,28.7,25.9,36,0,,,8.4,,1007.2,
2020-06-16 00:00:00,27.8,25.3,32.6,19.3,,,9.8,,1005.1,
2020-06-17 00:00:00,31,25.4,37,,,,11,,1001.4,
2020-06-18 00:00:00,26.7,20.8,36.2,21.8,,,16.8,,1001.7,
2020-06-19 00:00:00,22.3,20.8,34.6,9.9,,,5.2,,1008.3,
2020-06-20 00:00:00,20.3,19,23.6,58.7,,,8.1,,1008.2,
2020-06-21 00:00:00,21.5,20.1,22.1,,,,6.2,,1004.2,
2020-06-22 00:00:00,23.3,21.9,25,,,,7.2,,1004.5,
2020-06-23 00:00:00,28,22,32,0,,,5.8,,1002.5,
2020-06-24 00:00:00,24.9,24,32,18.5,,,7.4,,1002.8,
2020-06-25 00:00:00,23.6,22.3,26.3,55.1,,,5.4,,1004.4,
2020-06-26 00:00:00,28.2,22.3,33.3,0,,,6.9,,1004.8,
2020-06-27 00:00:00,26.6,24.5,33.3,24.1,,,6.4,,1003.7,
2020-06-28 00:00:00,29.1,25,34.9,0.8,,,7.3,,1003.3,
2020-06-29 00:00:00,26.7,24.7,34.9,22.4,,,10.2,,999.3,
2020-06-30 00:00:00,27,22.1,30.8,0,,,6.6,,1002.2,
2020-07-01 00:00:00,26.4,24.2,30.8,0,,,11.9,,1004.8,
2020-07-02 00:00:00,26.2,23.3,30.2,59.2,,,9.6,,1005.2,
2020-07-03 00:00:00,26.3,23.3,30.2,11.2,,,9.9,,1005.2,
2020-07-04 00:00:00,24.4,23.5,27.4,11.2,,,6,,1007.2,
2020-07-05 00:00:00,26.2,23.5,29,,,,5.2,,1002.3,
2020-07-06 00:00:00,26.5,23.5,28,52.8,,,4.6,,1001,
2020-07-07 00:00:00,26.4,23.5,29,,,,12.3,,1004.6,
2020-07-08 00:00:00,26.3,23.8,28.7,1.5,,,6.6,,1003,
2020-07-09 00:00:00,27,25,32,,,,7.4,,998.4,
2020-07-10 00:00:00,25.6,24.7,30.9,9.4,,,7.8,,1002,
2020-07-11 00:00:00,28.1,24.9,32,0.3,,,6.8,,1004.4,
2020-07-12 00:00:00,31.1,25.9,37,,,,9.8,,1002.9,
2020-07-13 00:00:00,27.9,24.9,36.5,1.8,,,11.1,,1004.8,
2020-07-14 00:00:00,25.9,24.9,34.2,0,,,8.4,,1007.3,
2020-07-15 00:00:00,22.2,21.4,28.1,11.2,,,9.5,,1005.3,
2020-07-16 00:00:00,22.6,21.4,24.7,4.3,,,8.7,,1005.6,
2020-07-17 00:00:00,25,22,28.4,,,,5.6,,1005.1,
2020-07-18 00:00:00,28.7,24,34,,,,7.2,,1002.4,
2020-07-19 00:00:00,30.4,26.8,36,0,,,11.2,,1001.4,
2020-07-20 00:00:00,25.4,23.6,36,7.6,,,9.2,,1008.1,
2020-07-21 00:00:00,29.4,23.6,36.4,11.9,,,6.2,,1009.6,
2020-07-22 00:00:00,30.2,25.5,37,,,,8.2,,1007,
2020-07-23 00:00:00,31.7,26.8,37,,,,14.7,,1004.7,
2020-07-24 00:00:00,24.1,20.7,36.7,15.5,,,6.9,,1008,
2020-07-25 00:00:00,23.6,21.1,26,,,,6.6,,1007,
2020-07-26 00:00:00,25.1,21.6,29,,,,6.4,,1005.2,
2020-07-27 00:00:00,28.9,23.6,33.5,0,,,7.9,,1004.2,
2020-07-28 00:00:00,28.9,25.1,35,,,,6.8,,1006.4,
2020-07-29 00:00:00,29.4,24.8,35,,,,6.6,,1008,
2020-07-30 00:00:00,29.9,26,36,0,,,7,,1009.6,
2020-07-31 00:00:00,30.7,27.5,36,0,,,8.1,,1009.2,
2020-08-01 00:00:00,32.3,28,36.3,,,,10.4,,1007.7,
2020-08-02 00:00:00,32.8,29,37,,,,12.3,,1006.2,
2020-08-03 00:00:00,31.3,26.8,37.1,0,,,11.2,,1005.3,
2020-08-04 00:00:00,28.4,26,37.1,1.8,,,18.8,,1000.6,
2020-08-05 00:00:00,31.6,26.2,35.7,0,,,14,,1005.4,
2020-08-06 00:00:00,31.7,28.1,35.7,0,,,10.2,,1007.4,
2020-08-07 00:00:00,30.9,27.7,35,,,,12.2,,1004.9,
2020-08-08 00:00:00,30.9,26.6,34.9,0,,,10.2,,1002.2,
2020-08-09 00:00:00,31.8,29.1,36,,,,10.4,,999.9,
2020-08-10 00:00:00,30.8,27,36.2,,,,9,,1001.1,
2020-08-11 00:00:00,33.1,27.1,37.5,0,,,7.4,,1005.4,
2020-08-12 00:00:00,33.1,28.4,37.5,0,,,12,,1008.6,
2020-08-13 00:00:00,33.3,28.4,37.2,,,,9.8,,1008,
2020-08-14 00:00:00,33.3,28.3,39,,,,9.2,,1006.7,
2020-08-15 00:00:00,33.8,28.5,39,0,,,9.8,,1006,
2020-08-16 00:00:00,33.4,28.1,39,0,,,10.1,,1007.2,
2020-08-17 00:00:00,32.7,29,38.5,0,,,9.8,,1008.9,
2020-08-18 00:00:00,32.3,28,38.4,0,,,10.2,,1009.3,
2020-08-19 00:00:00,33.1,28,38.5,0,,,8.8,,1008.1,
2020-08-20 00:00:00,32.4,28.2,38.7,0,,,9.3,,1008.7,
2020-08-21 00:00:00,31.5,27.4,38.7,0,,,10.2,,1009.7,
2020-08-22 00:00:00,31.3,27.6,37,0,,,11.7,,1008.5,
2020-08-23 00:00:00,30.9,27,37,0,,,10.8,,1005.3,
2020-08-24 00:00:00,31.4,27,37.8,0,,,9.5,,1002,
2020-08-25 00:00:00,31.7,27,38,,,,10.6,,999.7,
2020-08-26 00:00:00,29,25,37.8,28.2,,,12.5,,997.9,
2020-08-27 00:00:00,28,25,35.5,1.8,,,7.3,,1000.2,
2020-08-28 00:00:00,24.6,21.9,33.8,32.8,,,8.7,,1003,
2020-08-29 00:00:00,26.2,21.9,29.7,1.5,,,8,,1005.9,
2020-08-30 00:00:00,29.8,23,35.4,0,,,6.8,,1007.5,
2020-08-31 00:00:00,29.9,26.7,35.4,0,,,10,,1007.6,
2020-09-01 00:00:00,29.6,25.5,34,,,,14.7,,1004.7,
2020-09-02 00:00:00,28.9,25.5,34,0,,,16.7,,1004,
2020-09-03 00:00:00,27.7,23,33.7,0,,,9,,1009.1,
2020-09-04 00:00:00,27.6,22.5,33,0,,,7,,1010.7,
2020-09-05 00:00:00,26.9,22,33,0,,,9.3,,1009.4,
2020-09-06 00:00:00,27.3,20.8,33,0,,,9.9,,1006.6,
2020-09-07 00:00:00,28.6,22,35.2,0,,,11.4,,1006.2,
2020-09-08 00:00:00,28.9,22.6,35.2,0,,,8.7,,1010,
2020-09-09 00:00:00,28.9,23.7,34.6,0,,,6,,1009.3,
2020-09-10 00:00:00,27.1,23.1,33.8,10.4,,,5.9,,1006.7,
2020-09-11 00:00:00,22.8,20.5,32.8,8.4,,,8.9,,1008.9,
2020-09-12 00:00:00,25.3,20.7,29.1,0,,,9.3,,1013.7,
2020-09-13 00:00:00,25.2,21.5,29.1,0,,,7,,1015.2,
2020-09-14 00:00:00,22.4,21,27.4,9.1,,,4.6,,1013.9,
2020-09-15 00:00:00,23.2,21.4,25,,,,3.6,,1010.6,
2020-09-16 00:00:00,24,22.8,26,,,,4.8,,1009.7,
2020-09-17 00:00:00,20.1,18,25.4,78,,,11,,1010.8,
2020-09-18 00:00:00,17.4,16,21.4,31.2,,,6.2,,1018.1,
2020-09-19 00:00:00,19,17,21,,,,5.1,,1017.6,
2020-09-20 00:00:00,22.1,17.9,26,1.3,,,7.4,,1016.7,
2020-09-21 00:00:00,22.8,19.3,26,1,,,6.8,,1015.6,
2020-09-22 00:00:00,21.4,19.4,24,,,,7.8,,1014.3,
2020-09-23 00:00:00,19.3,17.5,22.1,6.9,,,7.2,,1014.3,
2020-09-24 00:00:00,21.9,18,27,,,,8.8,,1013.7,
2020-09-25 00:00:00,23.6,17.8,26.6,0,,,7.5,,1013.5,
2020-09-26 00:00:00,23.2,19.2,26.6,0,,,7.2,,1014.5,
2020-09-27 00:00:00,23.2,19.2,27.4,,,,9.9,,1015.2,
2020-09-28 00:00:00,23.3,20.8,27.6,0,,,7.7,,1013.9,
2020-09-29 00:00:00,23.3,18.5,27,,,,6.6,,1010.9,
2020-09-30 00:00:00,22.8,17.7,27.2,0,,,9.3,,1011.9,
2020-10-01 00:00:00,23.7,17.8,28.4,0,,,7.5,,1012.7,
2020-10-02 00:00:00,24.7,19.7,30,,,,8,,1012.2,
2020-10-03 00:00:00,25.2,22,30.4,1,,,9.3,,1011.6,
2020-10-04 00:00:00,19.6,16.4,28.4,3.8,,,14.1,,1013.6,
2020-10-05 00:00:00,19.1,16.4,23,,,,14.4,,1020.3,
2020-10-06 00:00:00,20.3,18,24,,,,10.4,,1021.6,
2020-10-07 00:00:00,20.6,18.6,23,,,,13.5,,1021.9,
2020-10-08 00:00:00,20.7,17,25,,,,13.2,,1022.1,
2020-10-09 00:00:00,20.3,15,25,,,,9.1,,1020.5,
2020-10-10 00:00:00,20.6,15.7,25,,,,7,,1018.1,
2020-10-11 00:00:00,21.4,15.7,26.2,0,,,6.4,,1014.9,
2020-10-12 00:00:00,21,17.8,26.2,0,,,9.2,,1016.8,
2020-10-13 00:00:00,20.7,16.9,25.5,0,,,11.8,,1020.1,
2020-10-14 00:00:00,20.9,17.2,24.3,0,,,13.9,,1022.1,
2020-10-15 00:00:00,18.2,15,23.7,10.4,,,14.7,,1022.8,
2020-10-16 00:00:00,15.5,14.2,21.8,24.1,,,10.8,,1022.5,
2020-10-17 00:00:00,17.2,14.2,21,,,,8.7,,1023.8,
2020-10-18 00:00:00,17.8,14.7,21,,,,7,,1023.4,
2020-10-19 00:00:00,18,14.9,23,,,,8.9,,1023.7,
2020-10-20 00:00:00,17.8,13,23,,,,8.7,,1023,
2020-10-21 00:00:00,17.6,15.2,22.8,0,,,8.2,,1018.5,
2020-10-22 00:00:00,17.4,15.2,21.7,0,,,10,,1017.5,
2020-10-23 00:00:00,16.6,10,21.7,,,,9.3,,1021,
2020-10-24 00:00:00,14.9,10.7,21.9,0,,,7,,1023.2,
2020-10-25 00:00:00,16.5,10.9,23,,,,6.6,,1020.3,
2020-10-26 00:00:00,19,15,24,,,,6.8,,1017.9,
2020-10-27 00:00:00,19.8,16.9,24,,,,10.4,,1018.8,
2020-10-28 00:00:00,19.8,18,23.5,0,,,12.3,,1022.6,
2020-10-29 00:00:00,18.8,16.7,22,,,,9.6,,1024,
2020-10-30 00:00:00,17.9,15,22,,,,9.5,,1025.5,
2020-10-31 00:00:00,17.6,13,23,,,,6.3,,1022.4,
2020-11-01 00:00:00,18.7,14.9,22.8,2.8,,,7.7,,1019.6,
2020-11-02 00:00:00,17.6,12.8,21.8,0,,,8.2,,1021.7,
2020-11-03 00:00:00,15,13,21.3,0,,,14.4,,1025,
2020-11-04 00:00:00,15.4,10.4,19,0,,,10.1,,1025.1,
2020-11-05 00:00:00,17.3,12.6,23,,,,8.7,,1022.1,
2020-11-06 00:00:00,19.4,13.3,25.4,0,,,6.9,,1020.3,
2020-11-07 00:00:00,20.4,14,25.4,0,,,7,,1021.5,
2020-11-08 00:00:00,16.7,14,24.9,0,,,10.4,,1025.5,
2020-11-09 00:00:00,14.7,11,21.6,0,,,7.7,,1026.7,
2020-11-10 00:00:00,14.5,9,20,,,,7.5,,1027.8,
2020-11-11 00:00:00,14.8,8,20.3,0,,,8.2,,1029.4,
2020-11-12 00:00:00,15.4,9,21,,,,6.6,,1027.2,
2020-11-13 00:00:00,16.3,10,22,,,,8.7,,1026.6,
2020-11-14 00:00:00,16.4,11.6,21.4,0,,,9.5,,1026.2,
2020-11-15 00:00:00,17.2,12,23,,,,6.9,,1023.9,
2020-11-16 00:00:00,18.7,16,23,,,,7.2,,1021.7,
2020-11-17 00:00:00,19.4,15,25,,,,6.4,,1017.1,
2020-11-18 00:00:00,23.9,20,30,,,,9.3,,1010.3,
2020-11-19 00:00:00,18.5,13.6,29.4,6.6,,,11.4,,1011.9,
2020-11-20 00:00:00,14.9,13.6,23.2,0,,,13.4,,1019.9,
2020-11-21 00:00:00,15.9,13.9,18,,,,7.7,,1018.9,
2020-11-22 00:00:00,10.7,8.5,17.5,1.8,,,17.6,,1025.3,
2020-11-23 00:00:00,10,8.5,12.9,6.4,,,10.5,,1029.4,
2020-11-24 00:00:00,9.9,8.9,11,,,,8.8,,1027.6,
2020-11-25 00:00:00,11.3,9.9,13,,,,7.2,,1024.7,
2020-11-26 00:00:00,12.4,11,14,,,,10.5,,1025.8,
2020-11-27 00:00:00,9.9,8.8,14.2,0.5,,,12.3,,1030.3,
2020-11-28 00:00:00,8.7,6.5,10.9,0.5,,,12.5,,1032,
2020-11-29 00:00:00,8.2,6.6,11,,,,8.8,,1031.6,
2020-11-30 00:00:00,10.5,6.3,13.4,0,,,9.8,,1033.8,
2020-12-01 00:00:00,11.5,7.2,13.4,0,,,8.6,,1032,
2020-12-02 00:00:00,10.4,7.6,12.7,0.8,,,10,,1029.3,
2020-12-03 00:00:00,7.7,5,11.7,0,,,15.8,,1032.2,
2020-12-04 00:00:00,6.9,3.8,9.1,0,,,12,,1032.6,
2020-12-05 00:00:00,8.5,3.8,10.1,0,,,7.4,,1030.8,
2020-12-06 00:00:00,10.4,5.5,14.3,0,,,5,,1027.1,
2020-12-07 00:00:00,9.8,7.7,14.3,0,,,11.6,,1028.6,
2020-12-08 00:00:00,9.7,7.4,12.2,0.3,,,8.8,,1028.9,
2020-12-09 00:00:00,10.9,8.3,14,,,,5.2,,1024.1,
2020-12-10 00:00:00,10.6,9,12.8,0,,,9,,1022.6,
2020-12-11 00:00:00,9.2,8.7,12.1,0.8,,,6.4,,1021.4,
2020-12-12 00:00:00,7.9,6,13.2,0,,,7.2,,1020.8,
2020-12-13 00:00:00,8.9,4,14,,,,12.3,,1021.6,
2020-12-14 00:00:00,3.2,2.1,13.9,0.3,,,17.1,,1031.9,
2020-12-15 00:00:00,4.1,0,6.4,0,,,12.5,,1033.5,
2020-12-16 00:00:00,4.8,1.2,7.4,0,,,10.8,,1034.1,
2020-12-17 00:00:00,6.1,3.5,9,,,,9,,1031.2,
2020-12-18 00:00:00,4.8,3.1,8.8,5.6,,,10,,1030.8,
2020-12-19 00:00:00,5.9,3.7,9,,,,12,,1034.4,
2020-12-20 00:00:00,5.2,1,8.4,,,,7.8,,1034.5,
2020-12-21 00:00:00,3.9,0,10.3,0,,,6,,1031.4,
2020-12-22 00:00:00,5.7,-1,13,,,,5.7,,1026.8,
2020-12-23 00:00:00,8.7,3,14,,,,6.1,,1021.6,
2020-12-24 00:00:00,8.1,6,13.7,0,,,9.9,,1022.5,
2020-12-25 00:00:00,8.4,3.3,13.7,0,,,6.1,,1025.6,
2020-12-26 00:00:00,9.7,7,13,,,,4.5,,1021.4,
2020-12-27 00:00:00,9,6,14.5,0,,,5.9,,1019.4,
2020-12-28 00:00:00,9.6,4,16,,,,6.2,,1020.3,
2020-12-29 00:00:00,4.9,-2.3,15,6.9,1,,14.2,,1021.6,
2020-12-30 00:00:00,-2.5,-5.5,12.5,0,1,,22.2,,1036.6,
2020-12-31 00:00:00,-2.2,-5.8,2.9,0,1,,12.8,,1036.1,
2021-01-01 00:00:00,0.9,-5.2,7.5,0,,,6.8,,1030.9,
