date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-12-06 00:00:00,10.5,5,19,0,,,7.1,,1023,
2025-12-07 00:00:00,12.4,6,21,0,,,6.3,,1022.5,
2025-12-08 00:00:00,11.7,7,17,0,,,7.8,,1027.5,
2025-12-09 00:00:00,10.9,4,17,0,,,8.9,,1026.7,
2025-12-10 00:00:00,15.4,11,19,0,,,5.4,,1021.5,
2025-12-11 00:00:00,14.2,9,20,0,,,10.5,,1022.6,
2025-12-12 00:00:00,11.9,10,14,0,,,16.8,,1026.8,
2025-12-13 00:00:00,8.7,6,10,2.3,,,16.8,,1027.2,
2025-12-14 00:00:00,5.8,2,10,0,,,11.5,,1029.6,
2025-12-15 00:00:00,6.6,-1,15,0,,,6,,1025.2,
2025-12-16 00:00:00,10.7,5,19,0,,,6.4,,1021.8,
2025-12-17 00:00:00,10.5,6,15,0,,,10,,1026.8,
2025-12-18 00:00:00,9.4,3,16,0,,,6.5,,1024.4,
2025-12-19 00:00:00,13.8,7,23,0,,,5.3,,1017.5,
2025-12-20 00:00:00,14.5,11,22,1.3,,,11.4,,1021.1,
2025-12-21 00:00:00,8.2,5,11,2.6,,,4.2,,1030.8,
2025-12-22 00:00:00,8.1,3,11,0,,,2.2,,1026.9,
2025-12-23 00:00:00,11,6,16,0.9,,,9.9,,1021.1,
2025-12-24 00:00:00,8.2,7,10,8.4,,,13,,1022.2,
2025-12-25 00:00:00,7.1,5,10,2.8,,,17.3,,1028.4,
2025-12-26 00:00:00,4.5,1,8,0,,,8.3,,1029.7,
2025-12-27 00:00:00,5.6,0,12,0,,,5.8,,1025,
2025-12-28 00:00:00,7.2,1,16,0,,,6.1,,1022.3,
2025-12-29 00:00:00,10,2,18,0,,,7.8,,1019.9,
2025-12-30 00:00:00,9.5,7,13,0,,,9.1,,1022.5,
2025-12-31 00:00:00,8.3,4,11,0,,,16.8,,1025.1,
